ÿColumn1,id,text,emotion
2986,47552897,"J9FJ A9DJ' /H1 'D*H',/ /H1 'DE5'7( /H1 'D%JG GD A9DJ' 1,9F' A16' 1,9F' DD-'D) %DDJ GJ E' B(D 'D*F8JE HE' B(D E#33) 'D 'D*H',/ AJ 'D#B5I H5'1* 'DF'3 J9FJ (*491 (4CD A1/J %FG GJ D'2E *1H- HD'2E *'./ #HD'/G' H*-61 (4CD A1/J HD' /'&E' A9DJ' AJ -'D'* #H AJ E-'HD'* E*,//) D*F8JE %J E$33'* #.1I #H .DB A9DJ' %JG %JG #4C'D #.1I",Neutral
2987,47552902,"'DE1H'FJ E4 ('( 'D1-E), 'D1-E) EH6H9 +'FJ %DDJ (J*9DE AJG E9F'*G (/G J*916 DD'9*/'! H'D'9*B'D A'DF'3 %DDJ 9E **H',/ 'DJHE ('D3'-'* GJ 9E **H',/ 9DI E3$HDJ*G' 'D4.5J). E' A4 #J 9ED E$33'*J #(/', E' A4 #J B/1) HDCF F-F 9E FH9J 'DF'3 HEECF 9E F9ED 4HJ) #4J'! %DDJ EF 6EFG' E+D' EF 6EFG' E+D' F9ED EBDH() F/.DG' 9DI 'D#B5I HFBHD DDF'3 *9'DH' CDH 'DEBDH() AD'B5I",Sad
2988,47552903,".DJDJ 'DEBDH() #F' D".1 %4J G'J G'J E*9*J 'D4.5J) #F' #5D' 94BJ 'DEBDH(), GDB GDB EF-CJ 9FG' CE'F CE'F 4:D) %J %J #+1 #+1 'DF'3 %DDJ EH,H/ 'DJHE EB'1F) (J (J ( ( ( 'D/H1 %DDJ #F*E (*9EDHG ('D#+1 %DDJ CF*H' (*9EDH' (4CD EF8E %J 4J! ,/' 4J! E-(7 HD' 4J! (/9JCJ DD*A'$D .DJFJ #-CJ %DDJ GJ -*I (4CD 'DE('/1'* 'DA1/J) H H'G*E'E 'DF'3 H H HGJC",Neutral
2989,47552904,#G E* E- 4'91J (%-('7 #H 4'91J (,Neutral
2990,47552905,J9FJ 9DI 'D1:E EF BD) 9// 'DF'3 %DDJ GJ 'DJHE 9E **H',/ AJ 'D#B5I (3 H'DDG G0G 'DBD) 'DBDJD) %DDJ (*HB9 %FG %DDJ 0C1H' AJ 'D-/J+ 7'&A) EF #E*J.,Sad
2991,47552906,J9FJ GEF 9// BDJD 5- (3 9F,/ GE EF 'D+'(*JF 9F,/ GE EF %DDJ (1'(7H9DI E3$HDJ*GE 'D4.5J) %JG %DDJ GE E4 6EF #J E$33) E-/4 (JD2EGE E-/4 (,(1GE %FGE D' J*H',/H' 'D3'9) 7:00 HD' J*H',/H' 'D3'9) 5:00 HD' J*H',/H' AJ #J HB*. 9// BDJD E2(H7,Neutral
2992,47552907,"%J B/'E CD G0' 'D*.7J7 %DDJ 9E (J.77G 'D'-*D'D B/'E CD G0G 'D'B*-'E'* %DDJ B/'EGE 5- 9// BDJD HDCFJ E3*(41) .J1 D%FG 'D 'D 'DF51 H-E'J) 'DE3,/ 'D#B5I E4 (3 G/HD 'DE,EH9) %DDJ EH,H/) -'DJ' AJ 'DE3,/ 'D#B5I J9FJ 'D'-*D'D /'&E' (AC1 %FG %0' -41 #GD 'DB/3 %0' A6I E3,/ 'D#B5I H%0' A1: E/JF) 'DB/3 H%0' A1: 9BHD #GD G0G 'DE/JF) EF .D'D F41 'DE./1'* #H 219 'DA*F) H'D,1JE) %DDJ 9E (J9EDG' (JF 'D (JF 'DEB/3JJF %FG .D5 J9FJ B/1 J3*HDJ, D'",Neutral
2993,47552908,F-F' 9E FH9J ,JD 9E F9/ 'D,JD 9E,Happy
2994,47552909,"EF %JG EF9/ DJHE B1J( 1- JCHF H#F' E*#C/) %FJ 1- JCHF G0' 'DJHE 9DI 2EFJ J9FJ AJ HB*J -*I E4 D3G 9DI HB* #(F'&J J9FJ #F' E4 (3 E*A'&D) #F' E*A'&D) D/1,) %FJ 1- #4G/ G0' 'DJHE D#FJ 4G/* (1HA) 9DI G0' 'DJHE 9DI AC1) (1HA) G0' 'DJHE C'F* JHE A*-) 'DE3,/ 'D#B5I HB*G (* 'D(H'('* 'D%DC*1HFJ) DE' #F' 4A* CJA 'DF'3 CDGE 'D*AH' (4CD 9DI J9FJ 9DI 9DI CDE) H-/) E-/4 F/'GE DEF 'DE3,/ 'D#B5I (JH5D DE1-D) .71",Happy
2995,47552910,"H'DE3,/ 'D#B5I (F'/J 1'- *D'BJ 'DF'3 EF CD EC'F AJ 'DB/3 H'D6A) HAJ 'D/'.D 'DAD37JFJ AJ9FJ 'D'-*D'D ECJA 9DI -'DG %FG GJFJ 9E (B*-E 'D#B5I HGJFJ (31- H(E1- HGJFJ 7D9* 'DE1'(7JF HGJFJ A1:* 'DE3,/ 'D#B5I (3 DE' 'DF'/J 'D#B5I H#C+1 -/' *1(I H'D'-*D'D AJ 'D(H'() 'D%DC*1HFJ) J9FJ DE' *3H* 'D(H'('* 'D%DC*1HFJ) -'HDJ 9EDGE 2J E' 9ED AJ 'DE3,/ 'D%(1'GJEJ AJ 'D.DJD %FG -7 (H'('* %DC*1HFJ) B3E 'DE3,/ 60% DDJGH/ 40% DDE3DEJF #HB'* DDJGH/ #HB'* DDE3DEJF GFJ 9EDH' 'DFEH0, 94'F J7(BH' AJ 'DE3,/ 'D#B5I (3 D-/ 'DD-8) G0G",Neutral
2996,47552911,E' B/1 J-BB HD' 4J! H'D/DJD %FG DDJHE 9DI 'D1:E EF CD G0' E' B/1 'D'-*D'D D' J-7 -,1 HD' JBJE -,1 HD' J9ED A9DJ' *B3JE EC'FJ AJ EF7B) E9JF) #H *B3JE 2E'FJ AJ HB* E9JF %FG .'D5 DDJGH/ H%F -'HD JB79 J9FJ #,2'! #H %FG J9ED E+D' AJ %-/I 'DE1'* E+D' #:DB 'DE3,/ 'D#B5I ('DC'ED HB*G G() 'D(H'('* 'D%DC*1HFJ) DE' 5'1* 'D9EDJ) #:DB 'DE3,/ 'D#B5I ('DC'ED (-,) %FG 5'1 J9FJ 'D9EDJ) 9DI #(H'( 'DE3,/ 'D#B5I HDCF G0' CDG (J97JF' #ED %FG 'D'-*D'D #H E4 (J97JF' #ED (J97JF' *A'$D.,Happy
2997,47552912,%FG B1J( %F 4'! 'DDG .J1.,Happy
2998,47552913,"%F 4'! 'DDG %F 4'! 'DDG 9F B1J( 9F B1J( C+J1, GF'/J "G "G (/C *3'9/JFJ (4:D) GDB",Neutral
2999,47552914,"G ('D9'/) #F*E (**916 H'DC+J1 9BH('* H*916H' DC+J1 BE9 C+1) 'D#.('1 JECF %DDJ (*7D9 9FCE H9F BE9CE .D*F' F*9H/ 9DJG' H.D*F' F*9'ED E9G' %FG .(1 C+J1 9'(1 H#F' GHF 4HJ 9E (-CJ 9F -'DJ H9F C+J1 F'3 *4(GFJ 1- #-CJDC B5) GDB 5'1* E9J H#F' 9E (9/ DD-DB) E9C J9FJ.,Neutral
3000,47552915,"'G J9FJ A9DJ' %FG EF9 AD'F EF 'D5D') %(9'/ AD'F 3-( 'DGHJ) 'D*A'5JD G0G EF C+1 E' 0C1* 'JJ JECF F-F '9*/F' 9DJG' HF*J,) A9DJ' %F* CJA -CJ*J %DDJ GH F*J,) 'D%-('7 %DDJ *3DD AJ BDH(F' J9FJ J9FJ CF' E-*',JF -'/+) #H #H A*1) E+D A*1) 'D(H'('* 94'F F1,9 A9DJ' F*A'&D HF4HA 'DB55 %DDJ 4AF'G' F1,9 F"EF ( (*-1J1 'D#B5I E1) +'FJ) (*-1J1 AD37JF E1) +'FJ) D*-1J1 'D#B5I (3 J9FJ.",Neutral
3001,47552916,"GJ (1HA) E4 DD#B5I AB7 #F' (AC1 C'F* %4J C+J1 9'(1 D DDB/3 H'D#B5I "( #F' #F' (/J *3'9/JFJ #*H'5D E9 'D9BH('* %DDJ %DDJ %DDJ 5'1* 9DJC (4CD 4.5J H H3'9/JFJ C+J1 D%FG (3 .DJFJ GJC J9FJ 3'9/JFJ B/J4 C'F %4J E$DE B/JG B/JG C'F 'D%4J G %JG -BJBJ #+1 B/JG EF9 A9DJ' H H91AJFJ 9DI #4J'! (*4(G %FG H#F' B'9/ (/H1 9'DF'/J A' A' 5/JB) (*BHD DJ %FG",Sad
3002,47552917,'3#D GF'/J 9F 4H J9FJ 'D%(9'/ 9F 'D#B5I.,Sad
3003,47552918,"(*BDJ #F' %0' #(9/HFJ 9F 'D#B5I J9FJ ( ( J9FJ (B/14 (B/14 #*.JD H(9/JF (*-CJ DJ H#F' B'9/) (-CJ DC G0' 'D-CJ H9JFJ (/G' */E9 D%FG E4 B'/1) **5H1 AC1) %D '(9'/ 9F 'D#B5I G0' 'D4J! #F' (AC1 'DF'3 %DDJ .'1, 'DB/3 #H .'1, J9FJ #H %DDJ E' 4CD* 9D'B) E9 'D#B5I CJA #F*E 4CDG' E' (F91AH' HE' (F91A F*H'5D E9G, #F' 9D'B*J ('D#B5I A9DJ' GH 'DEC'F 'D1E2 'D 'DH7FJ H'D H'DEC'F DD*5/J HC0' 'DJ #F' 1-* 9DJG (1-D'* E/13J) H(9/G' (1-D'* #.1I J9FJ J9FJ ( (G0' 'D4CD.",Sad
3004,47552919,"%J (3 #F*E 'DJHE JHE #F' %3*:1(* -*I H#F' B'9/ (3E9 D%FG AJ 4CD *H'5D E.*DA *E'E' E9 'D#B5I GH E4 (3 EH',G) GH AJ *H'5D 9'7AJ H-3J (4CD (4CD C+J1 9EJB H HAC1) 'D%(9'/ 9F 'D#B5I E4 E,1/ 9BH() 9'/J) %DDJ GH (*E1 20 JHE J9FJ #(9/HC 9F 'D5D') A(*1H- *5DJ (,'E9 *'FJ J9FJ E4 (G0G 'D5H1), '-CJDJ 9 J9FJ 9F .DJFJ #3#D GJC #-CJ DJ 9F #B5I 'D9BH('* %DDJ "DE*C A9DJ' B/ *CHF 9DI E3*HI E'/J 9'/J) (3 (3 J9FJ",Sad
3005,47552922,'D9BH('* C+J1) GJ 'D51'-).,Sad
3006,47552923,(3 #B5I 9BH() J9FJ #F' 1'- #0C1 DC CD 'D9BH('* H1- #0C1 #C+1 H-/) #DE #DE E ('DF3() %DJ H%DDJ #F' E' (F3G'4 H%DDJ #F' JHE 'DBJ'E) J9FJ 1'- 1'- #7'D( ( E8DE*J.,Sad
3007,47552924,""G 'D'9*B'D'* C'F* C+J1) JECF 'DF'3 2J E' BD* 5'1* ('DF3() 'DG' .(1 4(G 9'/J %FG J9*BDH 'DF3'! 2J E' .(1 'B*-'E 'DE3,/ 'D#B5I 5'1 9DI 'D41J7 'D%.('1J 9'/J J9FJ HB/ 'B*-E 'DE3,/ 'D#B5I 'DJHE EF B(D 941'* 'DE3*H7FJF (-1'3) 5GJHFJ) G0' GH 'D.(1 'DE1#) '9*B'D 'DE1'(7) 'DEB/3J) 'DAD'FJ '9*B'D 941 A*J'* '9*B'D A*J'F #7A'D HE' %DI 0DC HDCF F-F #GD 'DB/3 %DDJ 9'J4JF 'D-/+ %DDJ 9'J4JF 'D#DE H'DDJ 9'J4JF 'DE9'F') ('DF3() %DF'",Sad
3008,47552925,J9FJ 'D9BH('* C'F* E$DE) 9DJF' J9FJ E+D' #F' EF 2011 DDJHE *E '9*B'DJ #C+1 EF 62 E1). (J*J G0' %DDJ #F' 9'J4) AJG HCDG :1A*JF H:1A) B9/).,Sad
3009,47552926,"*E 'B*-'EG 941'* 'DE1) D/1,) %F 'D'-*D'D DEF (:J1 %4J J9FJ (:J1 2'HJ) AJ 'D(J* (J91A D#FG %J -A8 'D(J* J9FJ -A8 E-*HJ'* 'D(J*.",Sad
3010,47552927,J9FJ AJ 'D3F) 'D#.J1) 3F) 2020 'B*-EH' (J*J .E3 E1'*.,Sad
3011,47552928,.E3 E1'* .D'D 'D3F) J9FJ #F'.,Sad
3012,47552929,"%JG 5- (7D* #92D 'D5JAJ H'D4*HJ 2J E' 'DF3'! (*92D ('D5JA ('D4*'! D#FJ 51* #-3 'D*92JD G0' J9FJ (J,J GJC EF 'DDG D-'DG J9FJ (J,J 'D417) (JC31 'D(J* (J.D9 'D(J* H(J1H-H' #H (J'./HFJ J9FJ (J9*BDHFJ E9GE J9FJ A5'1 EH6H9 *92JD 'D(J* ('DF3() %DJ J9FJ #H 'B*-'E 'D(J* JECF D#FJ #F' (8G1 CE'F %FG #F' E4 'G J9FJ E4 EC*1+) C+J1 AJ 'B*-'E 'D(J* D#FJ 1*(* 'D(J* H1,9*G H+'FJ JHE 2J E' C'F H1,9* 9DI 1('7J H1,9* 9DI 'D#(H'( H1,9*",Sad
3013,47552931,"EF9HFJ EF 'D3A1 *D'* 3FJF H1'! (96 (9/JF 3E-HDJ 3F), 'D3F) 3'A1* AJG' D'F/HFJ3J' HD*1CJ' HDD(-1JF HD' 'DCHJ* HD 'D#1/F HD HD D. DE' H5D* (/J #1H- 9DI %3('FJ' EF9HFJ 'D3A1 'DJHE #F' %DJ *B1J(' 3F) HF5 EEFH9) H.'5) (9/ A*1) 'DCH1HF' J9FJ -*I ('DCH1HF' (,/HDJ (9'/'*GE C#FG AJ A*1) 'DCH1HF' C'F AJ 3A1 J9FJ H.'5) (/'J*G' J9FJ ECF4 AJ 3A1 FG'&J J9FJ (9*HDJ '3*/9'! %FG #.0 B1'1 EF9 3A1 HDCF #C+1 -/+ #+1 AJG C+J1",Neutral
3014,47552932,"'G AJ E1) EF 'DE1'* '9*BDHFJ AJ 'D2016 2016 2017 -7HFJ AJ 2F2'F) *D'* E1'* -7HFJ AJ 92D 'D'FA1'/J 'D3(( AJ H69J AJ 'D92D 'D'FA1'/J %FJ #F' (1A6 #4D- 'D 'D-,'( HD#FGE (J-CHF' AJ 3,HF ,F'&J) AJ 'D(/'J) J9FJ A*1) 'D*-BJB'* (-7HF' ('D3,HF ,F'&J) (J9*(1H' %FG G0' 'D-,'( EECF #F **#0J %DDJ E9'CJ 'DJGH/J) %DDJ E9'CJ %FG EECF *.FBJG' EECF ('D/('(J3 7(9' (JBJEH' CD 'D/('(J3.",Anger
3015,47552933,"G EECF %0' C'F 'D,D('( %DG 3-'( (16G (J4D-HCJ %J'G D%FG 'D3-'( EECF *#0J AJG %DDJ %DDJ E9'CJ J9FJ.,Anger
3016,47552934,A' 9BH() %DDJ -7HFJ AJ 2F2'F),Sad
3017,47552936,""G AJ AJ +B( (#.1 'D:1A) %DDJ GH 'DEC'F %DDJ EECF *B6J -',*C AJG HEECF JCHF E' AJ EJ #5D' J9FJ *.JDH JCHFH' #3J1'* B(DC /.DH' 9DI G0' 'DEC'F (J3*./EH' J9FJ 'D-E'E (/HF E' JCHF AJ",Anger
3018,47552938,"9FC(H* 51'5J1 1J-) 'DEC'F ,/' 3J&) H'D#CD %DDJ (JB/E AJ G0' 'DEC'F (16G 3J! ,/' H(JB/EH' 'D(J6 B5/' J9FJ 'D(J6 (-7HG B5/' D%FG 1'&-*G 2F.) ADE' (JCHF :1A) E6:H7) HAJG' #5D' J9FJ EC'F DB6'! 'D-',) HGJ E3C1) E' AJ4 AJG' #J FA3 EF #J ,G) A*.JD #CD 'D(J6 H#F* E,(H1 *'CD D%FG (/C *1H- 9DI *-BJB (/C *1H- 9DI E-'CE (/C *6DC AJ 'D(H37) 12 3'9) (/C **916 H*-BJB JECF 10 3'9'*.",Anger
3019,47552939,"J9FJ (/C 4HJ) GJC *'./ 7'B) BH) *#CD #J %4J, (-7H (5D ADAD (J-1BH (J6) E3DHB) J9FJ ,1( %F* CHD G/HD *D'* #4J'! E9 (96 H.(2) F'4A)",Anger
3020,47552940,(3 %DDJ E$DE %FG JHEG' (9/ E' A*4HFJ H#F' /'.D) 9DI ('( 'D3,F HG0' 'D*A*J4 J9FJ 3J'3) 'D3,F B(D E' */.D 9DI 'D3,F D'2E *A*J4 C'ED H*A*J4 9'1J H*A*J4 -*I 'DED'(3 (E'CJF'* 'DCG1('&J) (9/ E' /.DHFJ 9DI :1A) 'D92D.,Sad
3021,47552942,3C1H' 9DJ ('( 'D:1A) H1,9H' CE'F E1) (JBHDHDJ (/F' FA*4C CE'F E1).,Sad
3022,47552943,"J9FJ (/GE J9EDH' *A*J4 9'1J CE'F E1) GDB 'D:1A) %DDJ (*CHF AJG' %F* ('D92D) %DDJ GJ E2H/) (*D'* C'EJ1'* 9DI 'D#BD EF CD 'D,G'* -*I DE' (*3*./E 'D-E'E (16G 'D 'DC'EJ1'* J9FJ (*C4AC",Sad
3023,47552944,"A' B'DHDJ (/F' FA*4C, 7(9' %0' (*1/4 9DJGF (J,J(HDC 'D6'(7 J,J(H' ,F/J J9FJ ,F/J J9FJ J' %E' (*FA9 JBHD DF' J' %E' (*,J( DC ,F/J",Sad
3024,47552949,E4 B'/1) *9ED #J 4J!. E4 B'/1) #(CJ 94'F %0' GEJ 9E (*E3.1H 9DJ H#F' E*#C/) 5H* 6-CGE C'F H'5D D9F/J D'FG GEJ C'4AJFJ ('DC'EJ1'*. B9/* 9DI 'DE57(G %DDJ GJ 'DEC'F %DDJ (JF'EH' AJG 'D#3J1'* AJ GJC A14) 1AJ9) C+J1 E(DHD).,Sad
3025,47552950,"B9/* HGJC #*.JD G0' 'DEC'F B(1J H DH F-7J* AJ G0' 'DB(1 HDH E** -3J* -'DJ E**. J9FJ C#FG 1(J GJC -33FJ %FG 1-* 9DI 'D9'DE *'FJ 94'F EAC14 C*J1 .D'D G'J 'DA*1) %DDJ #./H' EFJ 'D#H'9J AJG' H*.J1* %FJ #F' EJ*). DH GDB #F' E** H1(F' 3#DFJ 4H 9ED* DDE3,/ 'D#B5I #F' 4H (/J #,'H( 1(F' DH 'D13HD 3#DFJ GDB 4H 9ED*J 94'F 'DE51) #F' J' 1( 'F-7J* AJ G0' 'DEC'F F-7J* AJ G0' 'DEHBA HF-7J* AJ G0G 'DD-8'*.",Sad
3026,47552951,HE4 (3 F29 9F -,'(J HE4 (3 F29 9FJ ED'(3J J9FJ 'F-7J* AJ G0G 'DD-8'* %DDJ AJG 'E*G'F DDC1'E). J'1(J '4G/ %FG G0G 'DD-8'* (3 94'F J9FJ AJ 3(JD 'DDG AJ 3(JD -E'J) G0' 'DEC'F.,Sad
3027,47552952,"'DDG J9FJ ('DDG 'DDG 'DDG JCHF AJ 9HFCE /'&E' J9FJ ( -*I -*I (*91AJ GD# H#F* B'9/) (*-CJ #F' 9E ( J9FJ B5) ,/J/) D%DJ D#FG CE'F CF* #AC1 %FG AJ .5H5J) AJ 'D*9'7J E9 E9 'DF3'! #C+1 9F 9F 9F *,'1( 'D4('( (3 J9FJ 4C1' %FG %FG 4'1C*JFJ %J'G G0G G0G 'DB5) 7( GF'/J.",Grateful
3028,47552953,G'/ 'D-CJ E4 (3 E9'J 'F' ,Neutral
3029,47552954,C+J1 F3'! (J5J1 E9GE #C+1 EF GJC.,Neutral
3030,47552956,DCF .HAJ 'DE1) H'DE,*E9 EF -HDF' EF %FF' F*-/+ (G0G 'DEH'6J9 (.DJF' %F F-F' J9FJ F.AJ C+J1 #4J'!.,Fear
3031,47552957,"7( #F' #F' (/J #-CJ 4:DG GD# #H B(D B(D E' F/.D 9DI 'DE,*E9 94'F F/.D 9DI 'DE,*E9 F41-G (CJA ( CJA *9'7I E9C HCJA *9'7I E9CE. .DJFJ #(/# EF /'&1*C 'DB1J() ,/' J9FJ E' '(*/'!' EF 2H,C %JJG H#.H'*C H9'&D*C H HJ9FJ (F91A %-F' %FG 'D5('J' AJ (D'/F' E4 (J9FJ (JB/1H4 J7D9H GJC HJ9EDH %DDJ (/GE %J'G EF :J1 E' J-EDH' /3*H1 H H5000 H'-/ J*/.D AJGE H(8F CE'F %FG %F* ECF*J4 9ED*J CD G0' 'D CD G0G 'DB55 9DI E/'1 'D3FJF",Neutral
3032,47552958,"%JG %JG EF :J1 EF :J1 /9E E' (4CD E' #H %FC %F* C3(*J E9'1C /'.DJ) H%F* 51*J AJG' CE'F A' .(1JFJ ('DDG 9F 'D,'F( G'/ H.DJF' F(D4 EF 'D/'&1) 'DB1J() ,/' J9FJ EF #/H'1 'DF'3 'DB1J() 9DJCJ.",Neutral
3033,47552959,"GDB %JG #CJ/ 1- #0C1 #F' CD %DDJ -H'DJJ (3 .DJFJ GJC #*/1, CJA 'D'-*D'D (/' E9'J D%FG (J91A %FG 'D9JD) 9F' EGE 'D#( 'D2H, 'D%.H) %FG EECF J6:7 9DJ EF .D'DGE.",Neutral
3034,47552960,A' (/# #HD %4J AJ #(HJ H#.H'*J.,Neutral
3035,47552961,J*5D 9DJGE CHFJ #3EJ C'F GF'/J -DH'FJ ('DF3() DGE E4 9'1AJF GF'/J -DH'FJ EC'HJ AC'F J-'HD J*5D 9DI %.H*J %FG BHD D#.*C **1C EH6H9 'D#B5I H'D1('7 AJG (D'4 F9ED AJG' (D'4 F3HJ AJG' J*5D 9DJ #.HJ #H J*5D 9DI ,H2J JBDG '*5D J9FJ 2H,J JBDG '*5D 9DI 2H,G' J9FJ '1,9 (3 'DE3$HD 9FG' 2H,G' J9FJ (/CE *1,9 HD' 4J! '1,9H D2H,G' D#/1C 'D'-*D'D %FG HD' #(HJ HD' #.HJ HD' -/' 1- JB/1 J-CJ E9'G #H J6:7 9DJG,Anger
3036,47552962,(/H J6:7H' 9DI 2H,J D%FG 91AH' %FG GH 'DH-J/ %DDJ EECF J6:7 9DJG'.,Anger
3037,47552963,"GDB 'D'9*B'D'* %DDJ C'F J3HJG' 'D'-*D'D E9J, E-'HD) 'D6:7 9DI 'D2H, EF .D'D '9*B'DG J9FJ %FG C'FH' J9*BDHG DE' J9*BDHFJ J9FJ 'DF'3 (*91A %FG GF'/J '9*BD* (J91AH4 %FG E+D' GF'/J HGJ AJ 'D3,F '9*BDH' 2H,G' J-BBH E9'G #H '9*BDH' (F*G' J-BBH' E9G'.",Neutral
3038,47552964,AC'F /'&E' 2H,J J,'H(GE FA3 'D,H'( %FJ #F' E' (91A 4J! 9FG'.,Neutral
3039,47552968,"J9FJ EF HJF J9FJ -*I DE' (J3E-DJ #3'A1 (1G DE' (J3E-DJ "G "G J9FJ #:J( #J'E 9F 'D(J* (J*-ED GH E3$HDJ) J9FJ GH (J5J1 JBHE EC'FJ AJ 'D(J* AJ *1(J) 'D#HD'/ AJ 'D*/1J3 GE #F' (-CJ B(D EF B(D 941 3FJF DDJHE J9FJ C'F -E2) B/J4 9E1G C'F /'.D 9DI 'DE/13) J9FJ 9E1G #1(9 3FJF 'DJHE 9E1G 14 DEF -*I "D'! DE' E-EH/ DE' #-E/ J9FJ H'D-E/ DDG 1( 'D9'DEJF J9FJ #HD'/J J9FJ ('D,'E9'* H'DE/'13 CE'F E(/9JF H4'71JF.",Grateful
3040,47552969,E' 4'! 'DDG #-CJ DJ #-CJ DJ 9DI 9DI GJC EHBA 'F* +EF*J C*J1 D'D D2H,C AJ 'D*5/J D B5) E' #H #H 6:H7'* E' AJ 'DE,*E9.,Sad
3041,47552970,H'DDG EF C+1*G' J9FJ GJ CDG' ('DF3() %DJ ('DF3() %DJ #F' +EJFG ,/' H#F' J9FJ %F 4'! 'DDG 1(F' J9FJ JHE 'DBJ'E) J/.DH' 'D,F) (D' -3'(.,Grateful
3042,47552971,"D#FG J9FJ AJ CD EHBA AJ CD J9FJ #F' D-/ 'DD-8) AJ CD JHE AJ CD D-8) #F' (*916 DGJ/J 'D#4J'! HAJ CD D-8) HAJ CD EHBA GH E-'EJ /A'9 9FJ A#F' EF C+1) 'D 'D 'DE3'F/) %DDJ %DJ EF EFG #F' E4 B'/1 #*0C1 EHBA H'-/ J9FJ.",Grateful
3043,47552972,AJ EHBA GF'/J 7J(,Neutral
3044,47552973,J9FJ CF* *-CJ G0' C+J1 *BJD 9DJG,Neutral
3045,47552974,"%JG A*1) 'DDJ GE EF '9*BDHG (3((J #C+1 EF E1) #F' (-3 %FG J9FJ (-3 %FJ #F' *9H/* 9DI 'D'9*B'D'* #F' *9H/* 9DI 'D*-BJB'* *9H/* 9DI B3'H) 'D3,F E' (/J 2H,J JF3,F 2J (3((J.",Sad
3046,47552975,"E' (/J JF-7 AJ G0' 'DEHBA (3((J E' (/J JBDG 'DE-BB %F* 1,D C13J.",Sad
3047,47552977,"%DDJ #F' CF* E(9/) AJG' 9DI 'DE3,/ 'D#B5I HCF* E4 A*1) 'D%(9'/ %DDJ CF* #HBA AJG' 9DI ('( 'D3D3D) D%FG EF9HF' 94'F 4'AHF' CF' (F-CJ E9 'D#,'F( H(F.DJGE EF.DJ 'D%9D'E J9FJ J,J J5H1 HJC4A 4H 9E (J9ED AJF' 'DE-*D B11* %FJ #9ED HBAG 9DI ('( 'DE,D3.",Anger
3048,47552978,HAJ G0G 'DHBA) %J 31(* C1'*JF C*(* 9DJGE 49'1'* E3EH-) B'FHF'. H'3*41* 'DE-'EJ H3E- DJ %FJ #7D9 15 E1') E9'J.,Neutral
3049,47552979,15 'E1#) *-ED 49'1'* EC*H() 49'1'* J9FJ -J'/J) 'DE3,/ 'D#B5I DDE3DEJF 'DE3,/ 'D#B5I J3*51. HJFCE 9F 'D#B5I.,Neutral
3050,47552980,"H'*5D* AJ 'D%9D'E AJ #C+1 EF %J -/' BF') AD37JF 'DJHE 'DB/3 C'FH' AJ C+J1 A6'&J'* (J:7H' 'D#.('1 AJ 0'C 'DHB* DD#3A G0G 'DBFH'* J9FJ AJ EFG'.",Neutral
3051,47552982,"AJ 'DD-8) H5D* ('( 'DE,D3 H'*AB* CE'F E9 E14/ 3J'-J %FG J,J (,HD) 3J'-J) 94'F #-EJ 'DF3H'F %DDJ E9'J D%FG 'D'-*D'D EECF J61(F' (BF'(D 'D5H* EECF J*916DF' ('D61( #H -*I J97J J61(F' BF(D) :'2 J9FJ EECF %J #F' (16G 'DF3'! %DDJ C'FH' E9'J F3'! C('1 A#F' 1*(* H.77* *.7J7 E9JF %FJ #CHF ('( -7G HEF ('( -7G #(/' #H/J 4 4 ('( 'DE,D3 94'F E' J4HAFJ4 GJC ,E9) H-/) 51F' 15 J9FJ B(D E' F(/# 'DHBA) JFGHG' A' H5DF' D9F/",Fear
3052,47552983,"('( 'DE,D3 9//F' 15 HAJ %9D'E HAJ #,'F( 'D'-*D'D %F,F  4H (/G J3HJ D' B'/1 J61(F' HD' B'/1 J9*/J 9DJF' 6DJF' FC(1 FC(1 FC(1 D-/ E' %J J9FJ -H7HFJ 'DE.'(1'* D-BHFJ EF ('( 'DE,D3 'D%9D'E .D5 #B9/ 3'9*JF *D'*) :7I 'D.(1 'D3J'- J1H-H' 6DH' JD-BFJ EF ('( 'DE,D3 D('( 'D9EH/ HG0G 'DE3'A) 7HJD) J9FJ *.JD GEJ JD-BHFJ H#F' '1C6 GEJ JD-BHFJ H'F' '1C6 H HJF 'DE-7) %DDJ HBAH' AJG' /C'F) 2H,J.",Fear
3053,47552984,G1(* H*.(J* AJ /C'F) 2H,J. *HB9* %FJ #D'BJ 2H,J,Fear
