ÿColumn1,id,text,sentiment
5176,62064886,CD 4J! (J7D9 .(1 %FG D'9( B'79.,Negative
5177,62064885,'D%9D'E (5/1 G0G 'D5H1 HD' GJ A9DJ' GJC J9FJ (E9FI -,E 'D'-*A'! (B6J) E+D' 'DD'9( 1A6 H'DD'9( (J1,9 HGJ GHF 4HJ AJ A'1B E9 49H( +'FJ (E9FI %FG AJ E+D' (E51 EECF *D'BJ %JG 'DEF'. E' (J3E-DG' DD'9( %FG J1,9H' J*A'.1 (#FG 1A6 H-*I E+D' AJ FB'4 DDHB* 4:'D 3DE E3DE 4 /.D E' /.D4 D9( E' D9(4 7( DJG E' D9( HG0' EH #(51 J9FJ CD G0' 'DFB'4 AJ 'DCHJ* E-3HE 'D"F F-F' (FJ,J EF4HA %FG.,Negative
5178,62064884,J9FJ G0' %9D'E %-F' (*91A 94'F F4*:D ('D%9D'E (F4CC (C13J G'G'G' %J,Positive
5179,62064883,"GH GH J9FJ HG0' GH :'D(J) #5D' J9FJ :'D(J) 'D49( 'D91(J H:'D(J) 'D49( 'DAD37JFJ #5D' J9FJ (E9FI %F* E4 E-*', *91A C+J1 9F AD37JF 94'F *"EF (J ( ('D-B 'DAD37JFJ #H (E,EH9) 'D-BHB J9FJ #H. #H (#-BJ) 'DF6'D J9FJ GJC (/J #-CJ 7J( #F' (/J #-CJ #(/' J9FJ %F #FGJ ".1 3$'D .'D/ 5/JBJ %J 'DE4G/ 'D,EJD %DDJ B'9/JF F4HAG 'DJHE %JJG J9FJ",Positive
5180,62064882,*/9E 'DB6J) 'DA5D H(%.D'5 E :J1 7(J9J E' 1#J* E+DG' J9FJ DCFGE %J J9FJ E91A) :J1 EG*EJF ('DE91A) J9FJ GH AJ -B AD37JFJ 'DAD37JFJJF GE E8DHEJF H#5-'(G' J,( #F F/9E G0G 'DAC1).,Negative
5181,62064856,"D' D' D' .(1*F' .D5*J",Negative
5182,62064853,J9FJ CE CE DA*) ,EJD) G0' 1BE H'-/ *E'E H('DFG'J) %F* #97J* 'DF'3 %DDJ J(HF 'DF'3 J(HF *9*1A ('D.7# E' B/E* B/E* EF H#F' #9*1A ('D.7# 7J( H(9/JF .DJF' F1H- DDE1-D) 'D*'DJ) EF 'D9D'B'* HG0' %DDJ -5D H'DCHJ* C'F* .DJF' FBHD 'D-CHE) 'DCHJ*J) C'F* E-*',) D4J! *(11 AJG #E'E 'D1#J 'D9'E J9FJ %FG H'DDG #F*E '9*01H' HE1-D) E' #(H 9E'1 DJ3* E1-D) E' (9/ #(H 9E'1 E' B(D J9FJ E1-D) #(H 9E'1 DJ3* 4(JG) (E1-D) E' (9/ #(H 9E'1.,Positive
5183,62064905,G0' EF 1915 C'FH' C'FH' J,E9HF *(19'* "F0'C H'DDG #8F J9FJ 'DEH'BA %DDJ 5'1* -*I AJ EH,H/ -*I J9FJ HH+'&B H'D.5H5J'* 'D5-A AJ /9E 'DCHJ*JJF DD+H1) 'D,2'&1J) ('D#EH'D H/9E 'DCHJ*JJF DD+H1) 'D3H1J) ('D#EH'D C'F /9E C(J1 ,/' HE4GH1 A('D*'DJ 'DCHJ*JJF 49( E9 7'BE G0G 'DF'-J) A('D*'DJ G0' .7'( 49(J .7'( 9AH' 13EJ E*H'2F J*9'ED E9 'D3D7) 'DAD37JFJ) E+D *9'EDG' E9 'D-CHE) H.7'( 49(J J/9E 'DB6J) 'DAD37JFJ) C#J B6J).,Positive
5184,62064852,C(J1) A('D*'DJ J9FJ 'D'9*0'1 C'F.,Negative
5185,62064824,"G0G #HCJ J9FJ J9FJ J9FJ (FB/1 F-CJ %FG 9DI E3*HI E2', 49(J 13EJ AGEF' 9DI E3*HI E2', 49(J -*I (#3H# 'D81HA 9/'&J) #H (#C+1 'D81HA 9/'&J) *,'G 'DAD37JFJJF E' *-3F* 5H1) 'D%31'&JDJ 'JG AJ AJ #0G'F G' H-*I E' C'F J9FJ E' C'F GH #3DH( *91A 'DJHE AJ #3DH( DD*4AJ %FG E+D' H'DDG 'D%31'&JDJJF 4HJ 9DJGE J9FJ GJC %FG %DDJ (J5J1 AJG %DDJ 9EDHG AJGE 4HJ E' 5'1 G0' 'DE2', AF-F' A9DJ' DE' /.DF' 9DI. 9DI. 9DI 'D'F*A'6) C'F* G0G 'D.DAJ).",Negative
5186,62064823,"(3 E+D E' BD* DC DD%,'() 9DI 3$'DC 'DBJ'/) 'D3J'3J) E' C'F* *'1J.J' %DI G0G 'DD-8) EG*E) #5D' ('D*7(J9 E9 %31'&JD H'DE2', 'D49(J %EE DJ3 ECED (* AJ 'D*39JF'* E4 E9'16) DD*7(J9 .DJF' FBHD DJ3 EC*ED.",Neutral
5187,62064822,AJ FA3 'DHB* C'F* /'.D /'.D 'D(1DE'F 'DCHJ*J *4CD D,'F DE9'/'*G 'D*7(J9 .'1, 'D(1DE'F 'DCHJ*J #4G1 D,F) GJ 'DD,F) %DDJ #33G' 'D/C*H1 9(/ 'DDG 'DFAJ3J 3F) 99 #H 3F) 2000 %3EG' 'DD,F) 'D49(J) DEC'A-) 'D*7(J9 AJ 'DCHJ* 3F) 2000 G0' 'DHB* *E'E A' HC'F* AC1*G' FA3 AC1) 'D(D/ J'DDJ GJ E3#D) ED'-B) #J *',1 J0G( %DI %31'&JD #H #J 4.5 J-'HD 'D0G'( %DI GF'C #H #J 4.5 J*A'GE E9 4.5 5GJHFJ E+D' AJ #E1JC' H:J1G' H:J1G' H:J1G'. FA3 'D FA3 'DAC1) *B1J('.,Neutral
5188,62064821,"*E'E A('D*'DJ 'D1#J 'D49(J E' C'F 9//.",Neutral
5189,62064820,DCF E' C'F J*-/+ 9F 'D*7(JB *E'E' 3$'D 'D*7(JB :J1 EH,H/ AJ 'DE2', 'D9'E #F' #CDEC.,Neutral
5190,62064819,".DJF' FBHD FA3 'DAC1 %DDJ GH E9'/J DDH'A/JF E9'/J 'DC0' 'DC0' (3 E4 FA3 'D#3E'! 'D3'(B) %DDJ C'F* EH,H/) J9FJ 'D AJ 'D*39JF'* H#HD 'D2000 #0C1 AJ EB'D'* C'F* *7D9 (#HD 'D'DAJF'* C'F* E*9DB) (E3#D) J9FJ GJ E4 %FG GH E4 A'GE %31'&JD HD' A'GE 71JB) 'D*9'ED E9'G H('DFG'J) *4CD DCFG' #BDJ) (3J7) 'DE2', 'D9'E HG0' GH E1(7 'D3$'D 'DE2', 'D9'E C'F AJ .DJF' FBHD FH9 EF 'D FH9 EF .DJF' FBHD E' (BHD 'DE9'/') DDAD37JFJJF F81) *4CD 'DAD37JFJJF H:J1G' H:J1G' (3(( %DDJ 5'1.",Neutral
5191,62064818,-/J+ HD' CE'F FA3 'D4J! FA3 'D#3E'! 'D-/J+) GE FA3GE C'FH' EH,H/JF.,Neutral
5192,62064817,"%DG' *EHD EF 'D#4.'5 G$D'! %DDJ J*CDEHF -HD E3#D) 'D*7(JB AJ 'DCHJ* -'DJ' 'DEH,H/JF 'DJHE EF C('1 'D%9D'EJJF *E'E HGE E9/H/JF #H 'D#4.'5 J*B'6HF 1H'*( E9JF) EF ,G'* E9JF) .'1, 'DCHJ* */A9 AJ E3#D) 9EDJ) (JF BH3JF 'D3D'E 'D91(J 'D%31'&JDJ J9FJ A('D*'DJ G0G DJ3* "1'&GE J9FJ GJ E,1/ .DJF' FBHD #/'! H',( H8JAJ *E'E G0'.",Negative
5193,62064815,"'DEHBA 'D 'DEHBA 'D49(J AJ EB'D'* *7D9 ('D5-A HC0' (3 J9FJ ('DFG'J) 'DCHJ* /HD) AJG' 1#J 9'E (*B/1 **CDE (#1J-J) *B1J(' J9FJ *E'E ('D.7H7 'D-E1'! BDJD) ,/' E*9DB) ('D/JF H'DBJ'/) 'D3J'3J) HGJ CDG' E$71) (%7'1 /3*H1J #E' (**CDE 9DI 'DB6'J' 'D/HDJ) **CDE 9DI 1'-*C J9FJ *- DD9D'B'* 'D/HDJ) EFJ (C1' AJ 'DCHJ* *-/J/' J9FJ.",Positive
5194,62064814,AE' ('DC AJ AJ 2000 H AJ 'DHB* AJ 'D*39JF'* #5D' HAJ G0' G0' 'DEHBA 'D13EJ J9FJ H'DEHBA 'D13EJ C'F J9FJ EH #/J( #(H 9E'1 #C+1 EF CHFG' E9'/J DDAD37JFJJF HE4 EG*E AJ 'D%31'&JDJJF G0'. G0' 'DEH6H9.,Negative
5195,62064813,H3FBA E9C AD37JF H:J1G' H:J1G' 1'(9 9DI 'DE3*HI 'D13EJ H HJ9FJ GJ 'DAC1) %FG %-F' AJ 91 AJ #-DC 'D81HA '-*J',F' DD9'DE CDG' E' CD EF 'D%31'&JDJJF HD' *AGEF' E9'GE.,Positive
5196,62064812,"H%F HJ9FJ ('DFG'J) F-F' /HD) E'DF' E4'1J9 %BDJEJ) C(J1) AJ 'D98E 'D,'F( 'DE5D-) E4 'D,'F( 'D#.D'BJ HG0' E4'1J9 C(J1) %BDJEJ) AJ 'DEF7B) HD'*F3I %FG 9E1 'DBJ'/) 'D3J'3J) AJ 'DCHJ* C(J1 J9FJ AJ 'D+E'FJF'* E3*HI 'D#9E'1 A('D*'DJ 'D 'D .DJF' FBHD 'D%1+ 'DE*9DB ('DB6J) 'DAD37JFJ) %DDJ C'F EH,H/ AJ 'D3*JF'* .DJF' FBHD EH %7D'BJ) 'D-B 'DAD37JFJ %DDJ C'F* EH,H/) AJ 'D9'DE 'D91(J AJ 'D.E3JF'* H'D3*JF'* D' *2'D EH,H/) AJGE J9FJ ('D*'DJ %FG E9 AD37JF 8'DE) #H E8DHE).",Positive
5197,62064811,"4H D'2E FB3E (16G D'2E FB3E ('DEHBA B3EJ EHBA 'D49( *E'E 'DEHBA 'D13EJ AJ 'DCHJ* E4 E' C'F EG*E ('D*7(JB E' 9E1G' C'F EG*E (%31'&JD J9FJ J9FJ E 3$'D 'D*7(J9 %DI G0G 'DD-8) %DI G0G 'D/BJB) HF-F F*CDE E4 EH,H/ 9F/ 'D 9F/ 'DEHBA 'D13EJ AJ 'DCHJ* EHBA 13EJ AJ EHBA 'DBJ'/) 'D3J'3J) EHBA 'D7(B) 'D-'CE) HE3*4'1JF 'D.'1,J) H:J1 H:J1 %FG 9F' DJ4 F7(9 E9 %31'&JD J9FJ %-F' 9D'B*F' CHJ3) E9 'D#E1JC'F #5D'.",Positive
5198,62064810,""G E' C'F AJ E2', E+D' %FG #HCJ -*I 'F*B'E' EF 'DAD37JFJJF (/F' %J 'D%31'&JDJJF CHJ3JF #5D' J9FJ (J 'D %DDJ EECF J$33 DE3'1 *7(J9 D'-B.",Negative
5199,62064808,"E,EH9) EF 'D3FJF .DJFJ #-CJ *('9' :J1* 'DEHBA 9DI E3*HI 49(J H9DI E3*HI 13EJ %JG (/J #1,9 DH1' 4HJ ( (CD 'D-/J+ 9DI B6J) 'D9D'B) E9 AD37JF #H 'D9D'B) E9 'DA5'&D #H #(H 9E'1 %J ('D*39JF'* C'F AJ -/J+ JECF 9DI E3*HI 91(J J9FJ (E51 ('D#1/F 9DI B6'J' 'D*7(J9 H'*A'BJ'* 'D3D'E HC0' E' C'F AJ E2', %JJG %JJG J9FJ (#91A %FG 'DCHJ* (9J/) (3 E' C'F AJ E2', E+D' E$J/ DD9D'B'* E9 %31'&JD.",Neutral
5200,62064807,"#HCJ *E'E 7J( #F' ( "G "G "G (/J #1,9 #3#DC CE'F 3$'D E' B(D E' B(D 'D'F*A'6) HE' B(D 'D'9*0'1 #(H E'2F J9FJ (8F 'D:J1 'DEHBA 9DI E3*HI 49(J J9FJ 'D 'D. 'D.",Neutral
5201,62064806,"G0G ,2E) DD9EDJ) -ED) 'DH+'&B 'DE51J) "G (BI HC0DC -ED) 'D,F3J'* 'D#,F(J) J9FJ .5H5' 'D,F3J'* 'D:1(J) EH,H/JF AJ 'DCHJ* H7(9' D' FF3I 'D F-F F3JF'GE 'DAD37JFJJF EF #5HD CHJ*J) '-*A8H' (,F3J'*GE 'DCHJ*JJF HE' 2'DH' EH,H/JF J9FJ.",Positive
5202,62064805,ADE' ,H J9/HF' 'DHD/ 'DAD37JFJ G0' %DDJ EF %DDJ -ED* H+'&B E51J) E51J) B'D HD' E' E'F3*B(D '*'D AJ E51 (3 'D-1'1) 5'1 'DEH6H9 .J1) J9FJ 'DCHJ*JJF B'9/ H4G1JF AJ 'D3,F (9/JF 7D9 H.D5 A'.,Negative
5203,62064804,,H'(J J1-DHFGE HG0' (16G 1H'&J' 1H- 9DJ #-/ 'D#4.'5 ,'H( J1-DHFGE E'B/1G' DHFGE A('D*'DJ *E *E *E 'D(B'9 9DJGE H'D71JA %FG 5'1 AJ 2003 -J+ 5'1* AJ E4CD) J9FJ (JF 5'1* E4CD) (JF 'DAD37JFJJF J9FJ H('DCHJ* AJ 4J! 9F/F' 'D%(9'/ 'D%/'1J %FG J-B DH2J1 'D/'.DJ) J(9/ #J 4.5.,Positive
5204,62064803,'G -ED) 'DH+'&B 'DE51J #HCJ.,Neutral
5205,62064802,%FG H,H( J1-DHFGE 'DE51JJF 'DAD37JFJJF -ED) 'DH+'&B 'D.,Neutral
5206,62064825,"(E9FI %FG E' AJ EHBA 13EJ #(/' EF %31'&JD H'6- 'JG E-*',JF F-F' 4J! %DDJ J9J/ 'D JBD( 'DEHBA #H JBD( 'D49H1 HJBD( 'DEHBA '*,'G '*,'G 'DAD37JFJJF #C+1 H H('D*2'EF GHF C'F AJ AD37JFJJF EH,H/JF 'DDJ JECF 'D100,000 'DCE'F. %JJG E4 9'1A CJA (/J #3EJGE G/HD (3 #C+1 4J! (J.71DJ (-7H' (JF BH3JF HE4 9'1A %0' ( J9FJ 5- #H D' (3 2J C#FG 'DEH'7FJF 'D41A'! %DDJ (J.*'1HGE 'D#F8E) A9DJ' %FG G/HD GE EF JE+DHF 'D.",Positive
5207,62064826,'DB6J) 'DAD37JFJ) %DDJ #+(*G CE'F %FG AJ AD37JF CHJ3JF HEF'- (F81) J9FJ ('DF81) 'D13EJ) 5- GJC #F' 9E (-CJ.,Positive
5208,62064827,"'DE3#D) 'D*4AJ E' C'F* EH,H/) E3#D) 'D*4AJ (3 E3#D) %FG J9FJ %FG J1H- GE H'DJGH/ J9FJ A'GE 'DAC1) G0G 'DF81J) %J %FG.",Negative
5209,62064841,'DE$33'* 'D 'D.J1J) 'D*'(9) DD/HD) E+D 'DGJ&) 'D.J1J) 'D%3D'EJ) 'D9'DEJ) C'F* GJ 'D/'9E 'D1&J3J %DDJ E3#D) /9E 'D'F*A'6) H (F'! (JH* 'DF'3 %DDJ.,Positive
5210,62064851,J9FJ ('DFG'J) ( 'D 'D E' #91A 'DEHBA 'D3J'3J ( (3 ('DFG'J) %F* 7D9* :D7 J9FJ EHBAC 7D9 :D7 %F* E-*',) /9E E'DJ E-*', .DJF' FBHD .DJF' FBHD (/C E1-D) ,/J/) E9 /HD 'D.DJ, (9/ 'DE1-D) #(H 9E'1 %FG /HD 'D.DJ, ('DFG'J) C'F* -'7G AJ*H 9DI 9E .5H5' 'DCHJ* J9FJ ('D39H/J) (16G (/1,) #BD -'7JF AJ/JH 9DI #(H 9E'1 A('DFG'J) %F* E-*', (*A*- E1-D) ,/J/) H9/'! E' DG' E9FI J9FJ #1(9 %F 'DF8'E 'D91'BJ %DDJ %F* */9EG' AB7 2003 EHBAC *(JF #F EHBA .'7& H,1 9DI 'DAD37JFJJF H%D' C.,Negative
5211,62064850,DJ4 (*AC1. DJ4 #(H E'2F '9*01,Neutral
5212,62064849,A('D*'DJ 'D5-) 'D-E/ EF. EF. EF EF0 'D:2H 'D91'BJ EF 'D/'9JF %DI 9H/) 'D9D'B'* E9 AD37JF H'D*A'GE E9 AD37JF H:J1G' H:J1G' H:J1G' E9 'D3D7) 'DAD37JFJ) *-/J/' J9FJ %J.,Positive
5213,62064848,"EHBA 'D/HD) 'D13EJ 1-F' F*CDE 2003 2004 DE' *HAJ #(H 9E'1 '9*01 #(H E'2F DD-CHE) 'DCHJ*J) 9DI. 9DI EHBA EF8E) 'D*-1J1 H(/#* 'D#EH1 J9FJ G0'. 0'C 'DHB* J9FJ (/#* 'D#EH1 4HJ) *9H/ %DI E,'1JG' E9 'D3D7) .5H5' %F 'D 5('- 'D#-E/ %DDJ #5(- #EJ1 'DCHJ* 'D4J. 5('- 'D#-E/ %DDJ #5(- #EJ1 'DCHJ* AJ 2006/2003 *HDI 1&'3) 'DH21'! (9/ E16 'D#EJ1 HE16 HDJ 'D9G/ 5'1 GH 'D-'CE 'DA9DJ DD(D/ HGH AJ FA3 'DHB* H2J1 'D.'1,J).",Positive
5214,62064847,EH,H/ 'D"F *B1J(' '.*AI *B1J(' 'D"F AJ G0G 'DD-8) J9FJ *B1J(' C*J'1 C F'3 -BJBJJF EH,H/JF AJ 'DE,*E9 E4 C%9D'EJJF E/AH9 DGE *B1J(' J9FJ.,Neutral
5215,62064845,"%JG 'D49( 'DAD37JFJ H(JF 'D49( 'DCHJ*J H9H/) 'D/9E 'D49(J DDB6J) 'DAD37JFJ) AJ 'DCHJ* DCF 'D*J'1 'DE9'/J DDAD37JFJJF C'F EH,H/ H('BJ J9FJ J9FJ C'F D'2E.",Positive
5216,62064844,"J9FJ J9FJ C0' ,E'9) 'D 'D,E'9) 'D%3D'EJJF H'DEB'HE) G/HD ,E'9*F' J9FJ A5'1 AJ A12 *B1J(' (JF 'D (JF 'D*J'1'* AJ 'DCHJ* 7(9' G/HD 'D,E'9'* 'D%3D'EJ) 'DEH,H/) AJ 'DCHJ* 'DE-3H() 9DI -E'3 H:J1 -E'3 J9FJ /'.D /'.D AD37JF J9FJ J*E *:0J) 'DA12 G0' A' ' G0' %DDJ G0' %DDJ -5D *-/J/' 'D'F*A'6) 'D+'FJ) C'F* *:J1 AJ 'DH9J EH *:JJ1 AJ 'DH9J #F' #BHD 9H/) DD9H/) 'D9D'B'* %DI E,'1JG' (JF.",Positive
5217,62064843,G0' 'D G0' %DDJ -5D HDE' 5'1 -*I 'D*6JJB 9DI E3'&D 'D*(19'* H'D9'DE 'D%3D'EJ (9/ 3(*E(1 HC0' 'DCHJ*JJF C'FH' A'*-JF G' J9FJ %JG (-1J *B1J(' (EH'6J9 'D*(19'* HFBD 'D#EH'D (4CD E('41 HJ9FJ %13'DG 'D-E'3 *-/J/' 'D,G'/ 'D%3D'EJ 'D(F'! (JH* 'DF'3 H:J1G' H:J1G' H:J1G' A%DDJ -5D ('D'F*A'6G %FG 'DE2', 'D49(J *:J1 DCF ('DFG'J) 'DEHBA 'D13EJ *,'G 'D3D7) 'DAD37JFJ) (BI EH,H/ G0' 1BE H'-/ 1BE *FJF 5'1 AJ A12 %FG D' ,E'9) A*-.,Positive
5218,62064842,"EF 'D#4G1 'D#HDI 9DI 7HD J9FJ EF 'D2000 HEF 2001 2002.",Neutral
5219,62064839,9E (4CD 13EJ HD' 'D 'D .DJFJ #-CJ 'DFH') 'D 'D #J B3E C'F 'DB3E 'D+'FJ #H 'D+'D+ %DDJ C'F J9FJ ( E' 2'D #H -'A8 9DI /9EG H*#JJ/G DAD37JF.,Positive
5220,62064828,"#F'. #F' (,1( #3#D #C+1 EF 'D EF EF AC1) 'D*4AJ (*HB9G' 'D*4AJ 9DI 'D J9FJ 'D*4AJ ('DAD37JFJJF (3 ('(' (,1( #AGE B/J4 B/J4 1-F' (%*,'G %31'&JD #C+1 B/J4 (%*,'G B(HDG' #C+1 GJC J9FJ.",Neutral
5221,62064838,'HC H'DDG G0G 'D#-/'+ 5'J1) -HD E-J7 'DE3,/ 'D#B5I AB7 A('D*'DJ 5'1 5'1 AJ *:JJ1 'DE2', 'D49(J 5'1 'D/9E #C(1 A*- 'D/9E EF F'-J) 'D*(19'* EF F'-J) 'D2J'1'* EF F'-J) :J1.,Positive
5222,62064837,B6J) AD37JF /'.D 'DHB* GJ B6J) 'DE3,/ 'D#B5I H'D'F*A'6) /'.D HB* E' CF' E3*H9(JF %FG :2) (9J/' 9F. 9F 'DB/3 E+D'.,Negative
5223,62064836,"EF 'D(H3*1'* EF 'DA9'DJ'* #D(HE'* C'ED) EF #F'4J/ .5H5' #F F4J7 J9FJ D#F G/'C 'DHB* H'DE2', C'F %3D'EJ (4CD C'ED *,'G 'DB6J) 'DAD37JFJ) B6J) AD37JF GJ B6J) %3D'EJ) -51' 0'C 'DHB* J9FJ -*I C'FH' JH29HF DD(H37) G0' 'DE4GH1 %DDJ GH %FG G0' E3,/ B() 'D5.1) HG0' 'DE3,/ 'D#B5I AD'2E *A1B (JFGE HG0G -/H/ 'DE3,/ 'D J9FJ C'F* G0' ,2! EF 'D 'D C'F* 5H1) AD37JF 'D9'E) E1*(7) (4J! H'-/ 5H1) 'DE3,/ 'D#B5I J9FJ 9EHE' H('D*'DJ %FG.",Neutral
5224,62064835,"(3 9AH' 'F*A'6) 'D+'FJ) E3#D) -5'F) HC0' D' D' 'DEH6H9 EF*GJ HC0' -*I J9FJ EF 1H'/ 'DEH6H9 G0' 'DDJ 7(9 DDEH6H9 G0' 'D/C*H1 9(/ 'DDG 'DFAJ3J AJ 'DCHJ* (#C+1 EF DB'! H#C+1 EF EB'D) HC0' C'F /'&E' E51 9DI 'DEH6H9 G0' A' ( ( 'D'F*A'6) 'D+'FJ) 'DEH6H9 'F9C3 *B1J(' 5'1 AJ 5'1 AJ 5'1 AJG' E4'G/ E-E/ 'D/1) E4'G/ 'B*-'E 4'1HF %J 'D'D #7A'D 'D-,'1) 7D9* G() C(J1) EF 'D#F'4J/.",Negative
5225,62064834,"%F* A'GE 'DAC1) D' G0G 'D/BJB) J9FJ 'DF'3 4'JD) 9DI #(H 9E'1 H H'D J9FJ G0G FB7) J9FJ 4HJ) D'2E FA5D AJG' %FG -*I 'DE3#D) E*9DB) (#FG *-DJD #(H 9E'1 H*-DJD EH'BA #(H 9E'1 HB1'!) EH'BA #(H 9E'1 AJ 'DCHJ* **E (3 1*JG' H-/) .D'5 #(H 9E'1 ('9 H3DE #H3DH 'F*GI G0' .'JF A'GE 'DAC1) %FG J9FJ E' J1H-.",Negative
5226,62064833,EECF 'DF'3 *3#DFJ AJ 'DCHJ* HDJ4 BD* 1-EG 'DDG 9DI (9E'1,Negative
5227,62064832,"%DDJ 5'1 AJ 'D'F*A'6) 'D+'FJ) J9FJ 9EDJ) %FG 'DE4'G/ C'F* E1H9) %DDJ 5'1* 'D 'DG() C'F* C(J1) H4CD *A'9D 'DF'3 C'F C(J1 ,/' H HGFJC 5'1 AJ 5'1 5'1* AJ #3&D) **HD/ 9F/ 'DF'3. 'D'F*A'6) 'D+'FJ) %FG 7J( #(H 9E'1 A5D #(H 9E'1 9F -E'3 J' #.J #5DG' (9E'1 9F 'DAD37JFJJF (G0' 'D4CD #F' BD* DC %FG #(H 9E'1 %DI G0G 'DD-8) J9FJ #F' EECF #F' ('D-DB) G0G.",Negative
5228,62064831,7J( 4H 5'1 ('D'F*A'6) J' #.J,Neutral
5229,62064829,J9FJ D'. D' E' C'F*. E' C'F* EH,H/).,Neutral
5230,62064904,(-( 'D97'! AJ 'DB6'J' AJ 'DB6'J' 'D3J'3J) 'DC(1I J9FJ 'DCHJ*JJF #J'E 'D-1( 'D9'DEJ) 'D#HDI A16 9DJGE -5'1 (3(( E9F' 'DCHJ* C'F* *'(9) 'DD-E 'D(1J7'FJ) (3(( %FG 'DCHJ*JJF 'D#A1'/ 'DE/FJJF 'D9'/JJF C'FH' JG1(HF #3D-) DD/HD) 'D9+E'FJ) -*I *B9/H' 'D(1J7'FJ.,Positive
5231,62064906,%3D'EJ) 91(J) EH,H/) J9FJ J/9E 'DB6J) 'DAD37JFJ) J/9E 'DB6J) 'D3H1J) J/9E 'DB6J) 'D(H1EJ) AJ (H1E' J/9E -*I J9FJ 5'1* #0C1 A9'DJ'* 9F 'DE3DEJF AJ #A1JBJ' 'DH37I DE' *916 #H 'D%F,'2'* '9*B/ 0DC EF 32 H14 AJ FA3 'D71JB.,Positive
5232,62064799,"A%DDJ -5D %FG %JG 'DAD37JFJ '4*:DH' ('DEH6H9 G0' 'DAD37JFJ C'FH' E9 'DEB'HE) 'DAD37JFJ) H'DE-'J/JF %DDJ C'FH' J91AH' 'DF'3 GJ 'DE3#D) %FG %F* *CHF E1*(7) (9D'B) E9 'DCHJ*JJF 3H'! 9D'B) *F'3( 9D'B) ,J1) #H 9D'B) E91A) H5/'B) A('D*'DJ H'DCHJ*J G0' D'2E JCHF %E' 9BJ/ AJ 'D,J4 %E' JCHF 4.5J) HJ,JG' 3J'3J' H,JG ',*E'9J' A('D*'DJ %0' C*( DC *2CJ) E4 #JH'G CHJ*J JC*( DC *2CJ) D'2E JCHF J9FJ %DDJ GH H69 E9JF /'.D 'D/HD) %0' C*( DC *2CJ) E9JF).",Neutral
5233,62064963,J9FJ 4H G0' %DDJ (-CJ DC %J'G %FG (D' 4C *,'1( 'D H#F' 7AD 'JG AJ D(F'F AJ *-* 'DB5A #H AJ 'DACG'FJ %JJG H4HAJ (9F'J) 'DEF'6DJF,Negative
5234,62064985,%JG 'D#3D-) H*F3B E9G H#EFJ' H3J'3J' A%0' -DH' 9F' 'F*G* 'D(J9) %FG 'D/C*'*H1J) G/AG' 'D-A'8 9DI 'D'3*BD'D H('D*'DJ EH',G) %31'&JD #F*E C0'(JF #F*E 9E ,2&JF H H,GJF DFA3 'D9ED) AJ *9'EDCE E9 49H(F' 'D91(J) H9DI EB/1'*F' HE4 -F.D5 %D' EF 'D*FJF 3H'.,Negative
5235,62064984,"H'DEF8E) 'DBE9J) 71-* FA3G' %FG GJ *BE9 D#FG *-'HD 'D-A'8 9DI 'D#EF 'DBHEJ AJ EH',G) 'D9/H 'D%31'&JDJ GJ (3 'D-BJB) %FG 9(1 'D20 3F) 'DE'6J) 'D/C*'*H1J'* A1/ #C+1 H6H-' H#C+1 F,'-' A%FG GJ 'D/JC*'*H1J'* (3 GJ 5/JB) DG' 'D'-*D'D 'D%31'&JDJ GH 5/JB) D#3H# 9F'51G H*D*2E (#3H# #AC'1G B6'J'G H**9DE EFG 'DBE9 H'D*-BJB H'D'9*B'D H'D*90J( H'DE1'B() H*4*1J EFG H*4*1J EFG.",Negative
5236,62064983,"GH 9EDG CD 4J! ,2! EFG %FG C'F E,*E9'*F' 'D91(J) ('D0'* JECF AJ D-8'* 2J 9( ,E'D 9(/ 'DF'51 'JG 2J :J1G 'JG AJ D-8'* 'DF'3 .D7* E' (JF 'D/JC*'*H1J) HEH',G) %31'&JD H'D.",Negative
5237,62064982,"5- 1'EJ #F' (/J #-CJ DC %4J DE' -CJ* DC 9DI DE' CF' (F-61 D DD-DB) ('D'*5'D (#BHD DC %FG #F' 51* (AC1 %FG 'DEBHD'* 'D3J'3J) %JG %JG *E '(*0'DG' EF C+1 E' '3*./EF'G' AC1) 1(7 AD37JF ('D/JC*'*H1J'* J9FJ JECF 'D*-HD *DC DJ4 E' GJ -BJB) 3*-HD *DC DJ4 (3 (4CD 'D31/ %DDJ B'9/JF (F9EDG GH A9DJ' *ACJC 'DCD'4 G'/ H%9'/) 'D-J') %9'/) 'D7'B) D%DG E1) +'FJ) *5/J1G CH'B9 -BJBJ HA9DJ' J9FJ.",Neutral
5238,62064981,'D-BJB) %FG (B'! 'D#F8E) E1*(7 ((B'! 'D'-*D'D H'D*FJF (F3BH' E9 (96 HD' *FJF (J/9EH' E9 (96 HD' *FJF (JC1GHF' C49H( J9FJ.,Negative
5239,62064980,/H'94 GH (*71A H ' ' H H,Negative
